name,Date of Birth,Height/Weight,FIFA game played,teams joined
本田 圭佑 / HONDA Keisuke,1986.06.13,182cm/74kg,"FIFA Confederations Cup Brazil 2013
FIFA World Cup 2010
FIFA U-20 World Cup 20050
Olympic Football Tournament 2008",摂津フットボールクラブ ガンバ大阪Jrユース 星稜高校（名古屋グランパスエイト/特別指定選手） 名古屋グランパスエイト VVVフェンロー（オランダ） CSKAモスクワ（ロシア）   ACミラン（イタリア）
